Lead_ID,App_Engagement_Mins,Web_Configurator_Status,Test_Drive_Completed,Last_Contact_Days,Lead_Source,Purchase
e7542b70,28.41027009172495,0,0,25,Referral,0
69b80d13,34.57184610637494,0,1,11,Referral,1
d178ba57,23.139034766302323,0,0,71,Walk-in,0
5a42011d,25.366800802278018,0,0,4,Walk-in,0
28818bc5,48.37238086106748,1,1,68,Walk-in,1
0341c906,30.982523185512544,0,0,48,Social Media,0
e614b5af,8.748558192793116,1,0,25,Social Media,0
545c483f,27.161726276925354,0,0,4,Referral,0
fe3ddfd5,22.592577365809596,1,0,21,Referral,1
a50b7760,3.3970722350861116,1,0,78,Web Search,0
69b04071,28.225133946111843,0,0,12,Social Media,0
c04b6fb3,9.912679597968378,0,0,27,Referral,0
e87f4ba5,,1,0,32,Walk-in,0
9ae538cb,34.21860736564731,0,1,22,Walk-in,1
4b488bda,8.277320491692041,0,0,17,Social Media,0
e9bbb781,47.35773658793718,0,0,29,Walk-in,0
f0b60c42,,1,0,25,Web Search,0
bbcb7c0d,20.463758679971242,1,0,15,Referral,1
d660e034,22.48827399957873,0,0,76,Referral,0
eddb70f4,44.217666075409596,0,0,38,Referral,0
1be8cd3f,59.71989691435515,0,0,32,Social Media,0
5c045f30,4.648037082634291,0,0,25,Walk-in,0
6a4720d0,9.265789276999374,1,0,47,Web Search,0
7dd8b653,17.858621476795257,0,1,64,Social Media,0
f5080d85,19.496789664928954,0,0,37,Referral,0
2f041b5f,,0,0,1,Web Search,0
b2a1c83e,59.92667332580604,1,0,5,Referral,1
7784a432,62.936909037044806,0,0,45,Referral,0
ee1d3707,4.517153384492842,0,1,49,Social Media,0
6e5ec07e,12.416310629719117,0,0,37,Referral,0
eccec0d6,15.192555339634538,0,0,87,Web Search,0
15496320,12.371024418079784,0,0,17,Referral,0
0a5a7dfe,34.14386185953496,0,0,26,Walk-in,0
24bc1fbb,37.141036456933314,0,0,40,Referral,0
4c2d7761,,1,0,71,Social Media,0
c1a86322,23.32760181316429,1,1,73,Web Search,1
3651da90,18.49750849788762,1,0,16,Social Media,0
26d5037f,20.315853883558756,0,1,61,Walk-in,0
84a1542f,70.49420372308079,1,0,28,Referral,1
ccc55ed3,41.07087668240087,0,0,57,Social Media,0
019206b8,19.07678259541602,0,0,69,Social Media,0
0cf44161,22.979140013774288,0,0,77,Social Media,0
1bbb4648,34.710873339271835,0,0,21,Social Media,0
60cacdd0,8.27465000022674,0,0,5,Walk-in,0
63914c31,27.871501645739073,0,0,25,Walk-in,0
cc491d39,39.50313388042872,0,0,38,Referral,0
75f7d570,36.0071019419794,0,0,11,Referral,0
0cd1495f,12.637259884780324,0,0,13,Web Search,0
673241d7,14.80161541387625,0,0,21,Walk-in,0
87c6b0a8,2.9223035797006207,0,0,50,Social Media,0
04ab64ea,42.460101367457796,1,0,22,Social Media,0
c62373ce,90.5130914681866,1,0,47,Web Search,1
4f8003f5,11.08811212023625,0,1,70,Social Media,0
5e2228cd,52.95482380634256,0,0,49,Web Search,0
b579e55e,85.33086666460247,0,0,88,Referral,0
970f55db,17.028516618326496,1,1,12,Walk-in,1
fd98dc63,23.003932427114886,0,0,84,Web Search,0
d5c46f65,30.242596703508116,0,1,9,Social Media,1
57e64b87,35.19454750781621,0,0,54,Web Search,0
cfe98fe9,31.452428384889714,0,0,8,Referral,0
30f9979f,18.156849189215006,0,0,78,Social Media,0
869de3fc,39.07178804507656,1,0,51,Referral,1
93edf290,18.50385683712243,0,0,1,Referral,0
a864d45e,33.036617982437384,0,0,24,Web Search,0
c595b5d4,24.43759882770632,1,0,12,Referral,0
cd4ca037,3.9850202042209473,1,0,50,Social Media,1
dacf65ca,58.26400320642703,0,0,57,Referral,0
f451eafd,15.148180828907295,0,0,33,Referral,0
a23bdf17,62.17860240921158,0,0,34,Web Search,0
1259c90a,51.533565183093444,1,0,2,Referral,1
f06a6257,29.576968591651177,0,1,58,Walk-in,1
6e1e986d,36.510236077352616,1,0,69,Web Search,0
8c960cb7,39.69165116673832,0,1,47,Web Search,0
4801e3fe,21.369963154113364,0,0,63,Social Media,0
da1df55f,22.18353382101076,0,0,18,Social Media,0
51cc7940,38.34571349328213,0,0,66,Social Media,0
3c1cc504,24.63945375914285,0,0,81,Social Media,0
c3c7bc31,18.205868429363733,0,0,72,Walk-in,0
e8cfc161,12.821316346412717,0,0,75,Web Search,0
3f7bb8ed,33.74001523053481,1,0,4,Referral,0
c209923b,14.721615763900902,0,0,66,Social Media,0
a9f14a08,45.69479691013989,1,0,10,Social Media,1
844b603d,48.37203240488157,0,0,67,Social Media,0
d13b7d07,36.310265905753546,0,0,68,Referral,1
6ff14686,41.834293957024855,0,0,0,Social Media,0
51083930,36.387133396582946,0,0,62,Referral,1
98a0241e,43.923809104299714,1,0,28,Web Search,1
b42c8c9f,42.63624609971538,0,0,81,Web Search,0
81df120a,32.44202492795343,0,0,11,Web Search,0
8895d821,51.976874580720036,0,0,76,Walk-in,0
e1ec5827,21.973310040680637,0,0,40,Referral,0
37c0cb25,13.1715524861808,0,0,1,Social Media,0
1e2048c7,12.580374933572134,1,0,36,Social Media,1
07799503,19.497983378234654,1,1,44,Social Media,1
8e6e036a,3.3372074291951708,0,1,79,Social Media,0
299cb9c7,29.362061687086698,0,0,47,Walk-in,0
c393da18,40.062556592110624,0,0,23,Social Media,0
f3bbde5f,47.90581826355486,0,0,21,Walk-in,0
d8cbf3bb,5.003239740409659,0,0,10,Referral,0
4e54ac7a,12.947699318797639,0,0,57,Web Search,0
07aee4ca,44.74844499679115,0,0,45,Social Media,1
55aafc0c,21.431282247297897,0,1,28,Web Search,1
13be2d6e,,0,0,34,Referral,0
44b269b6,7.861662118711152,0,0,14,Referral,0
4cf02919,61.6900527628011,0,0,59,Social Media,0
5e6d7064,7.255042831582676,0,0,41,Referral,0
755883bf,28.731908581710876,1,0,42,Web Search,0
8a7e679b,29.283788411571017,0,1,79,Social Media,0
aaab5c81,16.63689996955823,0,0,73,Walk-in,0
6461e01f,35.405728215270074,0,0,48,Social Media,0
f261c2fc,36.12146425838817,1,0,63,Web Search,0
fa5bb730,33.39505816287343,0,0,31,Social Media,0
19a508e2,16.382445023971492,0,0,63,Social Media,0
f7610d00,13.815785248821655,0,0,1,Web Search,0
1bf947b2,17.882336811220387,1,0,23,Social Media,0
9baeef9c,12.216401345075337,1,0,86,Social Media,0
6c82f151,53.59846968396147,0,0,65,Web Search,0
87e893a9,19.172750117352074,1,0,37,Referral,0
4d792e60,28.127283834352266,1,0,30,Web Search,1
51642564,44.62361912737125,1,0,25,Social Media,1
3141f3c1,11.687090040787803,0,0,28,Walk-in,0
ea25623a,6.945072888906482,0,0,66,Unknown_Source_999,0
b9bb995d,12.254429602626509,0,0,77,Web Search,0
8f1b918f,30.43695977609911,1,0,24,Walk-in,1
e2ab9d1a,28.939359914679553,0,0,47,Social Media,0
024ed7fd,33.34925152054514,0,0,64,Social Media,1
fa4bce0c,23.053919722485297,0,0,52,Web Search,0
787b7126,1.2694089559128094,1,0,66,Social Media,0
c3918ee9,22.488807765457196,1,0,89,Referral,0
514eaf27,48.74199116801836,0,0,17,Social Media,0
19b16812,57.39048793319205,1,0,8,Web Search,0
3e1ceffe,26.75644759106352,0,0,37,Referral,0
feaf3b19,29.01897557327959,1,0,86,Referral,0
40574226,38.92070330636764,0,0,20,Walk-in,0
629e3b8e,,0,0,64,Social Media,0
191e18f1,25.010225273061522,1,0,20,Web Search,1
fa7dd6be,38.54307998122624,0,0,26,Walk-in,0
c52e3748,15.78254760670344,1,0,69,Walk-in,0
0c152859,8.028913353508052,0,0,43,Social Media,0
30da3440,17.20998358102273,0,0,27,Social Media,0
263e550e,64.99385094218964,0,0,44,Web Search,1
8f359edd,39.08835744332963,0,0,16,Walk-in,0
ae215ce6,,0,1,39,Web Search,0
4120e693,40.361229131639185,0,1,2,Walk-in,1
6ea767a9,9.458039135362133,0,1,75,Walk-in,0
606eb145,33.02050990512741,0,0,75,Walk-in,0
a0855b7e,11.284469929646152,1,0,65,Social Media,0
6633a04d,8.316538651584958,1,0,45,Walk-in,0
63af1a8d,72.2095615057526,0,0,85,Walk-in,0
a41550a9,19.161009686891617,1,0,86,Walk-in,0
507ec497,38.59429062922367,0,0,29,Referral,0
412110c1,25.800797802635394,0,0,68,Social Media,0
75e4a2cd,10.181460194483266,1,0,8,Referral,1
dc901e9c,20.82933047399411,1,0,84,Social Media,0
be44223e,10.26508285291654,0,1,10,Web Search,1
545e01fa,106.86686888525097,1,0,68,Referral,1
2178171b,43.47966859672508,0,0,65,Web Search,0
f10d8770,25.437578604779915,1,1,87,Walk-in,1
c4c06cc4,37.16208996157954,0,0,30,Web Search,0
1ec9ab66,41.56970082679977,0,0,32,Web Search,0
614d6a14,41.6459696753258,0,0,38,Web Search,0
b7d01d6f,40.424706064107504,0,0,45,Web Search,0
8278a8aa,38.300850086540805,0,1,36,Social Media,1
52c32665,27.0247669444621,1,0,59,Referral,1
f0439cf6,68.59342685682331,0,0,30,Social Media,0
aafe09d4,28.328235354305622,0,0,10,Social Media,0
e91a6876,25.998440607724493,0,0,86,Social Media,0
320c6fd8,28.50922492159645,0,1,1,Web Search,1
9c87c0b9,,0,0,26,Social Media,0
054b1a7d,5.047468461787972,0,0,1,Referral,0
546b3b4a,12.14353703207586,0,0,20,Social Media,0
2dfb4454,23.053314162394177,0,0,57,Walk-in,0
b8448b58,4.770870851351408,0,1,4,Web Search,0
0420e2ad,25.406650254644877,1,0,51,Walk-in,0
c78b8f82,29.738902225066074,1,0,44,Referral,0
0e39548c,7.675927917473783,0,0,84,Referral,0
b80c4cd0,14.86295464710476,0,0,19,Referral,0
